Border,Date,Measure,Value,Average
US-Mexico Border,03/01/2005 12:00:00 AM,Trains,374766,187499
US-Canada Border,03/01/2005 12:00:00 AM,Trains,374004,186652
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,2654874665,1374488273
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicle Passengers,2640722596,1368641759
US-Mexico Border,02/01/2005 12:00:00 AM,Personal Vehicles,1102513227,544131000
US-Canada Border,02/01/2005 12:00:00 AM,Personal Vehicles,1095407791,541581310
US-Mexico Border,02/01/2005 12:00:00 AM,Pedestrians,430419352,205818064
US-Canada Border,02/01/2005 12:00:00 AM,Pedestrians,426667430,204792488
US-Mexico Border,02/01/2005 12:00:00 AM,Trucks,97766430,47252602
US-Canada Border,02/01/2005 12:00:00 AM,Trucks,97399797,47021945
US-Mexico Border,02/01/2005 12:00:00 AM,Bus Passengers,68091481,33295270
US-Canada Border,02/01/2005 12:00:00 AM,Bus Passengers,67848704,33136383
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Full,62971064,27132080
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Full,62734232,26968432
US-Mexico Border,02/01/2005 12:00:00 AM,Truck Containers Empty,22958165,10694530
US-Canada Border,02/01/2005 12:00:00 AM,Truck Containers Empty,22829462,10638532
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Full,12026943,4945217
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Full,12001129,4912881
US-Mexico Border,02/01/2005 12:00:00 AM,Rail Containers Empty,5753976,2398331
US-Canada Border,02/01/2005 12:00:00 AM,Rail Containers Empty,5724488,2383008
US-Mexico Border,02/01/2005 12:00:00 AM,Buses,3935753,1884786
US-Canada Border,02/01/2005 12:00:00 AM,Buses,3915908,1875421
US-Mexico Border,02/01/2005 12:00:00 AM,Train Passengers,2347405,1184483
US-Canada Border,02/01/2005 12:00:00 AM,Train Passengers,2346047,1179173
US-Mexico Border,02/01/2005 12:00:00 AM,Trains,371280,185800
US-Canada Border,02/01/2005 12:00:00 AM,Trains,370598,184954
US-Mexico Border,01/01/2005 12:00:00 AM,Personal Vehicle Passengers,2636703883,1362806526
US-Canada Border,01/01/2005 12:00:00 AM,Personal Vehicle Passengers,2620721889,1356936032
US-Mexico Border,01/01/2005 12:00:00 AM,Personal Vehicles,1093405051,539040821
US-Canada Border,01/01/2005 12:00:00 AM,Personal Vehicles,1085635477,536486147
US-Mexico Border,01/01/2005 12:00:00 AM,Pedestrians,426646412,203774713
US-Canada Border,01/01/2005 12:00:00 AM,Pedestrians,422877314,202747654
US-Mexico Border,01/01/2005 12:00:00 AM,Trucks,96871221,46790854
US-Canada Border,01/01/2005 12:00:00 AM,Trucks,96509742,46560069
US-Mexico Border,01/01/2005 12:00:00 AM,Bus Passengers,67626290,32977152
US-Canada Border,01/01/2005 12:00:00 AM,Bus Passengers,67366808,32817479
US-Mexico Border,01/01/2005 12:00:00 AM,Truck Containers Full,62295144,26804369
US-Canada Border,01/01/2005 12:00:00 AM,Truck Containers Full,62059398,26640817
US-Mexico Border,01/01/2005 12:00:00 AM,Truck Containers Empty,22754710,10582610
US-Canada Border,01/01/2005 12:00:00 AM,Truck Containers Empty,22615631,10526518
US-Mexico Border,01/01/2005 12:00:00 AM,Rail Containers Full,11876702,4880366
US-Canada Border,01/01/2005 12:00:00 AM,Rail Containers Full,11855050,4848125
US-Mexico Border,01/01/2005 12:00:00 AM,Rail Containers Empty,5686189,2367680
US-Canada Border,01/01/2005 12:00:00 AM,Rail Containers Empty,5651359,2352387
US-Mexico Border,01/01/2005 12:00:00 AM,Buses,3906920,1866061
US-Canada Border,01/01/2005 12:00:00 AM,Buses,3886697,1856656
US-Mexico Border,01/01/2005 12:00:00 AM,Train Passengers,2335189,1173820
US-Canada Border,01/01/2005 12:00:00 AM,Train Passengers,2333791,1168469
US-Mexico Border,01/01/2005 12:00:00 AM,Trains,368019,184102
US-Canada Border,01/01/2005 12:00:00 AM,Trains,367322,183254
US-Mexico Border,12/01/2004 12:00:00 AM,Personal Vehicle Passengers,2616748614,1351085171
US-Canada Border,12/01/2004 12:00:00 AM,Personal Vehicle Passengers,2599756749,1345198364
US-Mexico Border,12/01/2004 12:00:00 AM,Personal Vehicles,1083638235,533943789
US-Canada Border,12/01/2004 12:00:00 AM,Personal Vehicles,1075564234,531387071
US-Mexico Border,12/01/2004 12:00:00 AM,Pedestrians,422854852,201728535
US-Canada Border,12/01/2004 12:00:00 AM,Pedestrians,418334859,200700041
US-Mexico Border,12/01/2004 12:00:00 AM,Trucks,95974957,46328820
US-Canada Border,12/01/2004 12:00:00 AM,Trucks,95618992,46097908
US-Mexico Border,12/01/2004 12:00:00 AM,Bus Passengers,67151630,32657528
US-Canada Border,12/01/2004 12:00:00 AM,Bus Passengers,66859461,32497090
US-Mexico Border,12/01/2004 12:00:00 AM,Truck Containers Full,61604993,26476842
US-Canada Border,12/01/2004 12:00:00 AM,Truck Containers Full,61384639,26313455
US-Mexico Border,12/01/2004 12:00:00 AM,Truck Containers Empty,22540211,10470550
US-Canada Border,12/01/2004 12:00:00 AM,Truck Containers Empty,22405704,10414412
US-Mexico Border,12/01/2004 12:00:00 AM,Rail Containers Full,11740459,4815685
US-Canada Border,12/01/2004 12:00:00 AM,Rail Containers Full,11713993,4783477
US-Mexico Border,12/01/2004 12:00:00 AM,Rail Containers Empty,5613890,2337114
US-Canada Border,12/01/2004 12:00:00 AM,Rail Containers Empty,5578245,2321874
US-Mexico Border,12/01/2004 12:00:00 AM,Buses,3877536,1847258
US-Canada Border,12/01/2004 12:00:00 AM,Buses,3854594,1837815
US-Mexico Border,12/01/2004 12:00:00 AM,Train Passengers,2323039,1163074
US-Canada Border,12/01/2004 12:00:00 AM,Train Passengers,2321953,1157678
US-Mexico Border,12/01/2004 12:00:00 AM,Trains,364774,182402
US-Canada Border,12/01/2004 12:00:00 AM,Trains,364136,181554
US-Mexico Border,11/01/2004 12:00:00 AM,Personal Vehicle Passengers,2595348764,1339335942
US-Canada Border,11/01/2004 12:00:00 AM,Personal Vehicle Passengers,2580023968,1333439168
US-Mexico Border,11/01/2004 12:00:00 AM,Personal Vehicles,1073353455,528844187
US-Canada Border,11/01/2004 12:00:00 AM,Personal Vehicles,1065903718,526287806
US-Mexico Border,11/01/2004 12:00:00 AM,Pedestrians,418310660,199683056
US-Canada Border,11/01/2004 12:00:00 AM,Pedestrians,414412068,198656635
US-Mexico Border,11/01/2004 12:00:00 AM,Trucks,95116877,45866501
US-Canada Border,11/01/2004 12:00:00 AM,Trucks,94740206,45635279
US-Mexico Border,11/01/2004 12:00:00 AM,Bus Passengers,66657859,32336519
US-Canada Border,11/01/2004 12:00:00 AM,Bus Passengers,66412342,32175386
US-Mexico Border,11/01/2004 12:00:00 AM,Truck Containers Full,60961350,26149571
US-Canada Border,11/01/2004 12:00:00 AM,Truck Containers Full,60722937,25986135
US-Mexico Border,11/01/2004 12:00:00 AM,Truck Containers Empty,22333250,10358378
US-Canada Border,11/01/2004 12:00:00 AM,Truck Containers Empty,22195937,10302158
US-Mexico Border,11/01/2004 12:00:00 AM,Rail Containers Full,11594098,4751091
US-Canada Border,11/01/2004 12:00:00 AM,Rail Containers Full,11567208,4718965
US-Mexico Border,11/01/2004 12:00:00 AM,Rail Containers Empty,5540990,2306657
US-Canada Border,11/01/2004 12:00:00 AM,Rail Containers Empty,5506938,2291472
US-Mexico Border,11/01/2004 12:00:00 AM,Buses,3846151,1828390
US-Canada Border,11/01/2004 12:00:00 AM,Buses,3825512,1818917
US-Mexico Border,11/01/2004 12:00:00 AM,Train Passengers,2309547,1152238
US-Canada Border,11/01/2004 12:00:00 AM,Train Passengers,2308545,1146804
US-Mexico Border,11/01/2004 12:00:00 AM,Trains,361528,180701
US-Canada Border,11/01/2004 12:00:00 AM,Trains,360869,179852
US-Mexico Border,10/01/2004 12:00:00 AM,Personal Vehicle Passengers,2575397024,1327559051
US-Canada Border,10/01/2004 12:00:00 AM,Personal Vehicle Passengers,2560210894,1321645127
US-Mexico Border,10/01/2004 12:00:00 AM,Personal Vehicles,1063589530,523742447
US-Canada Border,10/01/2004 12:00:00 AM,Personal Vehicles,1056006391,521183930
US-Mexico Border,10/01/2004 12:00:00 AM,Pedestrians,414383085,197638921
US-Canada Border,10/01/2004 12:00:00 AM,Pedestrians,410574246,196611697
US-Mexico Border,10/01/2004 12:00:00 AM,Trucks,94164583,45403652
US-Canada Border,10/01/2004 12:00:00 AM,Trucks,93788366,45172557
US-Mexico Border,10/01/2004 12:00:00 AM,Bus Passengers,66161239,32013890
US-Canada Border,10/01/2004 12:00:00 AM,Bus Passengers,65889902,31852055
US-Mexico Border,10/01/2004 12:00:00 AM,Truck Containers Full,60241270,25822283
US-Canada Border,10/01/2004 12:00:00 AM,Truck Containers Full,59999452,25659159
US-Mexico Border,10/01/2004 12:00:00 AM,Truck Containers Empty,22116230,10246055
US-Canada Border,10/01/2004 12:00:00 AM,Truck Containers Empty,21980074,10189798
US-Mexico Border,10/01/2004 12:00:00 AM,Rail Containers Full,11440153,4686661
US-Canada Border,10/01/2004 12:00:00 AM,Rail Containers Full,11412029,4654654
US-Mexico Border,10/01/2004 12:00:00 AM,Rail Containers Empty,5466054,2276305
US-Canada Border,10/01/2004 12:00:00 AM,Rail Containers Empty,5434339,2261188
US-Mexico Border,10/01/2004 12:00:00 AM,Buses,3815816,1809452
US-Canada Border,10/01/2004 12:00:00 AM,Buses,3793513,1799944
US-Mexico Border,10/01/2004 12:00:00 AM,Train Passengers,2297048,1141325
US-Canada Border,10/01/2004 12:00:00 AM,Train Passengers,2296043,1135847
US-Mexico Border,10/01/2004 12:00:00 AM,Trains,358137,178998
US-Canada Border,10/01/2004 12:00:00 AM,Trains,357466,178149
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,2554956641,1315747195
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,2540384567,1309817963
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicles,1053421392,518637157
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicles,1046069480,516078381
US-Mexico Border,09/01/2004 12:00:00 AM,Pedestrians,410511126,195592828
US-Canada Border,09/01/2004 12:00:00 AM,Pedestrians,407082183,194564511
US-Mexico Border,09/01/2004 12:00:00 AM,Trucks,93202684,44941053
US-Canada Border,09/01/2004 12:00:00 AM,Trucks,92833389,44710136
US-Mexico Border,09/01/2004 12:00:00 AM,Bus Passengers,65613421,31689970
US-Canada Border,09/01/2004 12:00:00 AM,Bus Passengers,65369259,31527657
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Full,59502545,25495634
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Full,59267934,25332922
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Empty,21897298,10133654
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Empty,21758687,10077369
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Full,11281849,4622476
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Full,11255973,4590613
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Empty,5394822,2246077
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Empty,5365394,2231012
US-Mexico Border,09/01/2004 12:00:00 AM,Buses,3782530,1790450
US-Canada Border,09/01/2004 12:00:00 AM,Buses,3760332,1780919
US-Mexico Border,09/01/2004 12:00:00 AM,Train Passengers,2276302,1130322
US-Canada Border,09/01/2004 12:00:00 AM,Train Passengers,2275278,1124839
US-Mexico Border,09/01/2004 12:00:00 AM,Trains,354650,177295
US-Canada Border,09/01/2004 12:00:00 AM,Trains,354022,176447
US-Mexico Border,08/01/2004 12:00:00 AM,Personal Vehicle Passengers,2534914647,1303901778
US-Canada Border,08/01/2004 12:00:00 AM,Personal Vehicle Passengers,2518641412,1297954856
US-Mexico Border,08/01/2004 12:00:00 AM,Personal Vehicles,1043311399,513530346
US-Canada Border,08/01/2004 12:00:00 AM,Personal Vehicles,1035649077,510971018
US-Mexico Border,08/01/2004 12:00:00 AM,Pedestrians,407010421,193542791
US-Canada Border,08/01/2004 12:00:00 AM,Pedestrians,403028622,192511547
US-Mexico Border,08/01/2004 12:00:00 AM,Trucks,92231291,44478775
US-Canada Border,08/01/2004 12:00:00 AM,Trucks,91855398,44248086
US-Mexico Border,08/01/2004 12:00:00 AM,Bus Passengers,64983051,31364957
US-Canada Border,08/01/2004 12:00:00 AM,Bus Passengers,64684441,31202550
US-Mexico Border,08/01/2004 12:00:00 AM,Truck Containers Full,58767568,25169773
US-Canada Border,08/01/2004 12:00:00 AM,Truck Containers Full,58530557,25007465
US-Mexico Border,08/01/2004 12:00:00 AM,Truck Containers Empty,21674902,10021208
US-Canada Border,08/01/2004 12:00:00 AM,Truck Containers Empty,21531271,9964910
US-Mexico Border,08/01/2004 12:00:00 AM,Rail Containers Full,11133527,4558568
US-Canada Border,08/01/2004 12:00:00 AM,Rail Containers Full,11106316,4526805
US-Mexico Border,08/01/2004 12:00:00 AM,Rail Containers Empty,5327343,2215943
US-Canada Border,08/01/2004 12:00:00 AM,Rail Containers Empty,5297179,2200912
US-Mexico Border,08/01/2004 12:00:00 AM,Buses,3745234,1771402
US-Canada Border,08/01/2004 12:00:00 AM,Buses,3722484,1761867
US-Mexico Border,08/01/2004 12:00:00 AM,Train Passengers,2245591,1119308
US-Canada Border,08/01/2004 12:00:00 AM,Train Passengers,2244383,1113867
US-Mexico Border,08/01/2004 12:00:00 AM,Trains,351373,175593
US-Canada Border,08/01/2004 12:00:00 AM,Trains,350673,174744
US-Mexico Border,07/01/2004 12:00:00 AM,Personal Vehicle Passengers,2511052278,1292029193
US-Canada Border,07/01/2004 12:00:00 AM,Personal Vehicle Passengers,2493415078,1286082739
US-Mexico Border,07/01/2004 12:00:00 AM,Personal Vehicles,1032270768,508424037
US-Canada Border,07/01/2004 12:00:00 AM,Personal Vehicles,1024655958,505868687
US-Mexico Border,07/01/2004 12:00:00 AM,Pedestrians,402910731,191489619
US-Canada Border,07/01/2004 12:00:00 AM,Pedestrians,398763925,190458297
US-Mexico Border,07/01/2004 12:00:00 AM,Trucks,91245673,44016983
US-Canada Border,07/01/2004 12:00:00 AM,Trucks,90879001,43786599
US-Mexico Border,07/01/2004 12:00:00 AM,Bus Passengers,64236608,31040017
US-Canada Border,07/01/2004 12:00:00 AM,Bus Passengers,63891173,30878082
US-Mexico Border,07/01/2004 12:00:00 AM,Truck Containers Full,58017604,24844731
US-Canada Border,07/01/2004 12:00:00 AM,Truck Containers Full,57789007,24682912
US-Mexico Border,07/01/2004 12:00:00 AM,Truck Containers Empty,21446801,9908763
US-Canada Border,07/01/2004 12:00:00 AM,Truck Containers Empty,21306541,9852480
US-Mexico Border,07/01/2004 12:00:00 AM,Rail Containers Full,10978544,4494866
US-Canada Border,07/01/2004 12:00:00 AM,Rail Containers Full,10953352,4463238
US-Mexico Border,07/01/2004 12:00:00 AM,Rail Containers Empty,5257544,2185881
US-Canada Border,07/01/2004 12:00:00 AM,Rail Containers Empty,5229639,2170897
US-Mexico Border,07/01/2004 12:00:00 AM,Buses,3705510,1752349
US-Canada Border,07/01/2004 12:00:00 AM,Buses,3681839,1742822
US-Mexico Border,07/01/2004 12:00:00 AM,Train Passengers,2211050,1108379
US-Canada Border,07/01/2004 12:00:00 AM,Train Passengers,2210088,1103001
US-Mexico Border,07/01/2004 12:00:00 AM,Trains,347861,173890
US-Canada Border,07/01/2004 12:00:00 AM,Trains,347217,173041
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,2485902147,1280164443
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,2470429924,1274224848
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicles,1021382696,503325612
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicles,1013919103,500773607
US-Mexico Border,06/01/2004 12:00:00 AM,Pedestrians,398577803,189437191
US-Canada Border,06/01/2004 12:00:00 AM,Pedestrians,394775564,188406941
US-Mexico Border,06/01/2004 12:00:00 AM,Trucks,90330972,43555754
US-Canada Border,06/01/2004 12:00:00 AM,Trucks,89942887,43325334
US-Mexico Border,06/01/2004 12:00:00 AM,Bus Passengers,63440038,30716253
US-Canada Border,06/01/2004 12:00:00 AM,Bus Passengers,63170647,30555052
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Full,57321712,24520627
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Full,57076492,24359046
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Empty,21230786,9796332
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Empty,21089218,9740005
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Full,10838343,4431424
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Full,10809903,4399863
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Empty,5190673,2155904
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Empty,5161930,2140954
US-Mexico Border,06/01/2004 12:00:00 AM,Buses,3664045,1733317
US-Canada Border,06/01/2004 12:00:00 AM,Buses,3642739,1723806
US-Mexico Border,06/01/2004 12:00:00 AM,Train Passengers,2181041,1097574
US-Canada Border,06/01/2004 12:00:00 AM,Train Passengers,2179991,1092236
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,344514,172187
US-Canada Border,06/01/2004 12:00:00 AM,Trains,343868,171338
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,2464675246,1268303041
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,2448147638,1262350940
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicles,1011112235,498233283
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicles,1003294814,495681646
US-Mexico Border,05/01/2004 12:00:00 AM,Pedestrians,394662481,187385314
US-Canada Border,05/01/2004 12:00:00 AM,Pedestrians,390667652,186354085
US-Mexico Border,05/01/2004 12:00:00 AM,Trucks,89321512,43094554
US-Canada Border,05/01/2004 12:00:00 AM,Trucks,88944712,42864569
US-Mexico Border,05/01/2004 12:00:00 AM,Bus Passengers,62750233,30393589
US-Canada Border,05/01/2004 12:00:00 AM,Bus Passengers,62485389,30232611
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Full,56555834,24197078
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Full,56315988,24036089
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Empty,21006051,9683821
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Empty,20870059,9627491
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Full,10682124,4368130
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Full,10653940,4336717
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Empty,5121214,2125999
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Empty,5089934,2111097
US-Mexico Border,05/01/2004 12:00:00 AM,Buses,3625300,1714306
US-Canada Border,05/01/2004 12:00:00 AM,Buses,3603473,1704799
US-Mexico Border,05/01/2004 12:00:00 AM,Train Passengers,2163706,1086851
US-Canada Border,05/01/2004 12:00:00 AM,Train Passengers,2162649,1081494
US-Mexico Border,05/01/2004 12:00:00 AM,Trains,341036,170484
US-Canada Border,05/01/2004 12:00:00 AM,Trains,340370,169636
US-Mexico Border,04/01/2004 12:00:00 AM,Personal Vehicle Passengers,2442907433,1256421957
US-Canada Border,04/01/2004 12:00:00 AM,Personal Vehicle Passengers,2426901945,1250459718
US-Mexico Border,04/01/2004 12:00:00 AM,Personal Vehicles,1000720524,493143580
US-Canada Border,04/01/2004 12:00:00 AM,Personal Vehicles,993182412,490592942
US-Mexico Border,04/01/2004 12:00:00 AM,Pedestrians,390570254,185332517
US-Canada Border,04/01/2004 12:00:00 AM,Pedestrians,386544655,184301171
US-Mexico Border,04/01/2004 12:00:00 AM,Trucks,88354172,42634168
US-Canada Border,04/01/2004 12:00:00 AM,Trucks,87968972,42404420
US-Mexico Border,04/01/2004 12:00:00 AM,Bus Passengers,62098067,30071347
US-Canada Border,04/01/2004 12:00:00 AM,Bus Passengers,61800610,29910409
US-Mexico Border,04/01/2004 12:00:00 AM,Truck Containers Full,55814973,23874690
